Gene_ID	source_id	Product_Description	Genomic_Length
LAMA_000038300	LAMA_000038300.1	hypothetical protein, conserved	513
LAMA_000038400	LAMA_000038400.1	hypothetical protein, conserved	6288
LAMA_000038500	LAMA_000038500.1	hypothetical protein, conserved	2592
LAMA_000038600	LAMA_000038600.1	hypothetical protein, conserved	978
LAMA_000038700	LAMA_000038700.1	hypothetical protein, conserved	492
LAMA_000038800	LAMA_000038800.1	hypothetical protein, conserved	2544
LAMA_000038900	LAMA_000038900.1	Protein tyrosine kinase/Protein kinase domain containing protein, putative	4278
LAMA_000039000	LAMA_000039000.1	hypothetical protein, conserved	11355
LAMA_000039100	LAMA_000039100.1	Tetratricopeptide repeat, putative	1572
LAMA_000039200	LAMA_000039200.1	ARP2/3 complex 20 kDa subunit ARPC4, putative	633
LAMA_000039300	LAMA_000039300.1	hypothetical protein, conserved	966
LAMA_000039400:pseudogene	LAMA_000039400.1	hypothetical protein, conserved	1735
LAMA_000039500	LAMA_000039500.1	hypothetical protein, conserved	1980
LAMA_000039600	LAMA_000039600.1	hypothetical protein, conserved	4239
LAMA_000039700	LAMA_000039700.1	hypothetical protein, conserved	945
LAMA_000039800	LAMA_000039800.1	Nop14-like family, putative	2793
LAMA_000039900	LAMA_000039900.1	Mitochondrial carrier protein, putative	942
LAMA_000040000	LAMA_000040000.1	hypothetical protein, conserved	1365
LAMA_000040100	LAMA_000040100.1	hypothetical protein, conserved	2904
LAMA_000040200	LAMA_000040200.1	ATPase family associated with various cellular activities AAA/AAA lid domain/AAA domain Cdc48 subfamily/AAA domain dynein-related subfamily/C-terminal, D2-small domain, of ClpB protein, putative	2454
LAMA_000040300	LAMA_000040300.1	hypothetical protein, conserved	243
LAMA_000040400	LAMA_000040400.1	hypothetical protein, conserved	174
LAMA_000040500	LAMA_000040500.1	Peptidase family M3, putative	2037
LAMA_000040600	LAMA_000040600.1	hypothetical protein, conserved	2934
LAMA_000040700	LAMA_000040700.1	hypothetical protein, conserved	804
LAMA_000040800	LAMA_000040800.1	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain/D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain/NAD binding domain of 6-phosphogluconate dehydrogenase, putative	1224
LAMA_000040900	LAMA_000040900.1	Aminotransferase class-V, putative	1101
LAMA_000041000	LAMA_000041000.1	Met-10+ like-protein/Methyltransferase small domain containing protein, putative	966
LAMA_000041100	LAMA_000041100.1	hypothetical protein, conserved	2322
LAMA_000041200	LAMA_000041200.1	Acyltransferase, putative	1683
LAMA_000041300	LAMA_000041300.1	Eukaryotic and archaeal DNA primase, large subunit, putative	1611
LAMA_000041400	LAMA_000041400.1	Cytochrome c oxidase assembly protein CtaG/Cox11, putative	495
LAMA_000041500	LAMA_000041500.1	hypothetical protein, conserved	2685
LAMA_000041600	LAMA_000041600.1	hypothetical protein, conserved	2778
LAMA_000041700	LAMA_000041700.1	Acetyltransferase GNAT family/Acetyltransferase GNAT domain containing protein, putative	549
LAMA_000041800	LAMA_000041800.1	hypothetical protein, conserved	420
LAMA_000041900	LAMA_000041900.1	hypothetical protein, conserved	936
LAMA_000042000	LAMA_000042000.1	ABC transporter, putative	2175
LAMA_000042100	LAMA_000042100.1	hypothetical protein, conserved	582
LAMA_000042200	LAMA_000042200.1	zinc-finger of acetyl-transferase ESCO, putative	1548
LAMA_000042300	LAMA_000042300.1	Zinc finger C-x8-C-x5-C-x3-H type and similar/RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	633
LAMA_000042400	LAMA_000042400.1	Aldehyde dehydrogenase family, putative	1617
LAMA_000042500	LAMA_000042500.1	Protein kinase domain/Protein tyrosine kinase, putative	864
LAMA_000042600	LAMA_000042600.1	hypothetical protein, conserved	927
LAMA_000042700	LAMA_000042700.1	AMP-binding enzyme, putative	1971
LAMA_000042800	LAMA_000042800.1	hypothetical protein, conserved	438
LAMA_000042900	LAMA_000042900.1	Ribosomal L38e protein family, putative	252
LAMA_000043000	LAMA_000043000.1	hypothetical protein, conserved	894
LAMA_000043100	LAMA_000043100.1	FYVE zinc finger containing protein, putative	528
LAMA_000043200:pseudogene	LAMA_000043200.1	hypothetical protein	2171
LAMA_000043300	LAMA_000043300.1	hypothetical protein, conserved	2823
LAMA_000043400	LAMA_000043400.1	hypothetical protein, conserved	1131
LAMA_000043500	LAMA_000043500.1	hypothetical protein, conserved	6186
LAMA_000043600	LAMA_000043600.1	hypothetical protein, conserved	3033
LAMA_000043700	LAMA_000043700.1	hypothetical protein, conserved	1896
LAMA_000043800	LAMA_000043800.1	DDRGK domain containing protein, putative	1107
LAMA_000043900	LAMA_000043900.1	Protein tyrosine kinase/Protein kinase domain containing protein, putative	4152
LAMA_000044000	LAMA_000044000.1	hypothetical protein, conserved	4857
LAMA_000044100	LAMA_000044100.1	GPR1/FUN34/yaaH family, putative	876
LAMA_000044200	LAMA_000044200.1	hypothetical protein, conserved	474
LAMA_000044300:pseudogene	LAMA_000044300.1	hypothetical protein, conserved	1477
LAMA_000044400	LAMA_000044400.1	Major Facilitator Superfamily/Organic Anion Transporter Polypeptide OATP family, putative	1974
LAMA_000044500	LAMA_000044500.1	hypothetical protein, conserved	5073
LAMA_000044600	LAMA_000044600.1	TLD, putative	5217
LAMA_000044700	LAMA_000044700.1	hypothetical protein, conserved	3156
LAMA_000044800	LAMA_000044800.1	hypothetical protein, conserved	1398
LAMA_000044900	LAMA_000044900.1	Ankyrin repeats 3 copies/Ankyrin repeats many copies/Ankyrin repeat/DHHC palmitoyltransferase, putative	3015
LAMA_000045000	LAMA_000045000.1	hypothetical protein, conserved	2967
LAMA_000045100:pseudogene	LAMA_000045100.1	Phosphate transporter family, putative	1620
LAMA_000045200	LAMA_000045200.1	hypothetical protein, conserved	7521
LAMA_000045300	LAMA_000045300.1	hypothetical protein	571
LAMA_000045400	LAMA_000045400.1	RNA recognition motif. a.k.a. RRM, RBD, or RNP domain, putative	2014
LAMA_000045500:pseudogene	LAMA_000045500.1	hypothetical protein, conserved	6172
LAMA_000045600	LAMA_000045600.1	Proteasomal ATPase OB C-terminal domain/Holliday junction DNA helicase RuvB P-loop domain/AAA domain dynein-related subfamily/AAA domain Cdc48 subfamily/ATPase family associated with various cellular activities AAA/AAA+ lid domain containing protein, putative	1191
LAMA_000045700	LAMA_000045700.1	hypothetical protein, conserved	4026
LAMA_000045800:pseudogene	LAMA_000045800.1	hypothetical protein, conserved	2140
LAMA_000045900	LAMA_000045900.1	Alcohol dehydrogenase GroES-like domain/Zinc-binding dehydrogenase, putative	999
LAMA_000046000	LAMA_000046000.1	hypothetical protein, conserved	537
LAMA_000046100	LAMA_000046100.1	DEAD_2/Helicase C-terminal domain containing protein, putative	4197
LAMA_000046200	LAMA_000046200.1	Methyltransferase domain containing protein, putative	1200
LAMA_000046300	LAMA_000046300.1	Methylmalonyl Co-A mutase-associated GTPase MeaB/CobW/HypB/UreG, nucleotide-binding domain containing protein, putative	993
LAMA_000046400	LAMA_000046400.1	hypothetical protein, conserved	1968
LAMA_000046500	LAMA_000046500.1	hypothetical protein, conserved	969
LAMA_000046600	LAMA_000046600.1	hypothetical protein, conserved	1740
LAMA_000046700	LAMA_000046700.1	hypothetical protein, conserved	2713
LAMA_000046800	LAMA_000046800.1	hypothetical protein, conserved	2436
LAMA_000046900	LAMA_000046900.1	hypothetical protein, conserved	1620
LAMA_000047000	LAMA_000047000.1	Uroporphyrinogen-III synthase HemD, putative	861
LAMA_000047100	LAMA_000047100.1	DEAD/DEAH box helicase/Type III restriction enzyme, res subunit, putative	6189
LAMA_000047200	LAMA_000047200.1	hypothetical protein	525
LAMA_000047300	LAMA_000047300.1	hypothetical protein, conserved	750
LAMA_000047400	LAMA_000047400.1	Aminoacyl-tRNA editing domain containing protein, putative	749
LAMA_000047500	LAMA_000047500.1	hypothetical protein, conserved	2736
LAMA_000047600	LAMA_000047600.1	hypothetical protein, conserved	1116
LAMA_000047700	LAMA_000047700.1	Cytochrome C oxidase copper chaperone COX17, putative	255
LAMA_000047800	LAMA_000047800.1	TatD related DNase, putative	2103
LAMA_000047900	LAMA_000047900.1	hypothetical protein, conserved	1065
LAMA_000048000	LAMA_000048000.1	Ubiquitin-like domain containing protein, putative	1620
LAMA_000048100	LAMA_000048100.1	Protein kinase domain/Protein tyrosine kinase, putative	9144
LAMA_000048200	LAMA_000048200.1	hypothetical protein, conserved	1341
LAMA_000048400:pseudogene	LAMA_000048400.1	hypothetical protein	2087
LAMA_000048500	LAMA_000048500.1	hypothetical protein, conserved	8691
LAMA_000048600	LAMA_000048600.1	CDP-alcohol phosphatidyltransferase, putative	1800
LAMA_000048700	LAMA_000048700.1	hypothetical protein, conserved	1026
LAMA_000048800	LAMA_000048800.1	zf-MYND-like zinc finger, mRNA-binding, putative	2928
LAMA_000048900	LAMA_000048900.1	hypothetical protein, conserved	6666
LAMA_000049000	LAMA_000049000.1	hypothetical protein, conserved	4254
LAMA_000049100	LAMA_000049100.1	hypothetical protein, conserved	4003
LAMA_000049200	LAMA_000049200.1	hypothetical protein, conserved	5364
LAMA_000049300	LAMA_000049300.1	NLI interacting factor-like phosphatase, putative	570
LAMA_000049400	LAMA_000049400.1	Brix domain containing protein, putative	1089
LAMA_000049500	LAMA_000049500.1	Inorganic pyrophosphatase, putative	789
LAMA_000049600	LAMA_000049600.1	Got1/Sft2-like family, putative	651
LAMA_000049700	LAMA_000049700.1	Amidohydrolase family, putative	2094
LAMA_000049800	LAMA_000049800.1	hypothetical protein, conserved	987
LAMA_000049900	LAMA_000049900.1	Multicopper oxidase, putative	1626
LAMA_000050000	LAMA_000050000.1	hypothetical protein, conserved	315
LAMA_000050100	LAMA_000050100.1	MORN repeat, putative	978
LAMA_000050200	LAMA_000050200.1	S1 RNA binding domain/Eukaryotic translation initiation factor 2 alpha subunit, putative	1242
LAMA_000050300	LAMA_000050300.1	Cation transporter/ATPase, N-terminus/E1-E2 ATPase/haloacid dehalogenase-like hydrolase/Cation transport ATPase P-type/Cation transporting ATPase, C-terminus, putative	3042
LAMA_000050400	LAMA_000050400.1	35-cyclic nucleotide phosphodiesterase, putative	2004
LAMA_000050500	LAMA_000050500.1	hypothetical protein, conserved	222
LAMA_000050600	LAMA_000050600.1	hypothetical protein, conserved	1308
LAMA_000050700	LAMA_000050700.1	hypothetical protein, conserved	504
LAMA_000050800	LAMA_000050800.1	hypothetical protein, conserved	1575
LAMA_000050900	LAMA_000050900.1	C-terminal topoisomerase domain containing protein, putative	789
LAMA_000051000	LAMA_000051000.1	hypothetical protein, conserved	735
LAMA_000051100	LAMA_000051100.1	hypothetical protein, conserved	477
LAMA_000051200	LAMA_000051200.1	hypothetical protein, conserved	5538
LAMA_000051300	LAMA_000051300.1	hypothetical protein, conserved	1755
LAMA_000051400	LAMA_000051400.1	hypothetical protein, conserved	1044
LAMA_000051500	LAMA_000051500.1	KH domain containing protein, putative	999
LAMA_000051600	LAMA_000051600.1	hypothetical protein, conserved	468
LAMA_000051700	LAMA_000051700.1	hypothetical protein, conserved	1161
LAMA_000051800	LAMA_000051800.1	hypothetical protein, conserved	1488
LAMA_000051900	LAMA_000051900.1	hypothetical protein, conserved	2130
LAMA_000052000	LAMA_000052000.1	hypothetical protein, conserved	549
LAMA_000052100:pseudogene	LAMA_000052100.1	hypothetical protein, conserved	1043
LAMA_000052200	LAMA_000052200.1	hypothetical protein, conserved	1065
LAMA_000052300	LAMA_000052300.1	hypothetical protein, conserved	780
LAMA_000052400	LAMA_000052400.1	GRAM domain containing protein, putative	873
LAMA_000052500	LAMA_000052500.1	RNA pseudouridylate synthase, putative	4368
LAMA_000052600	LAMA_000052600.1	hypothetical protein, conserved	804
LAMA_000052700	LAMA_000052700.1	Mitochondrial 39-S ribosomal protein L47 MRP-L47, putative	1443
LAMA_000052800	LAMA_000052800.1	Adenosine/AMP deaminase, putative	6186
LAMA_000052900	LAMA_000052900.1	Alcohol dehydrogenase GroES-like domain containing protein, putative	1353
LAMA_000053000	LAMA_000053000.1	hypothetical protein, conserved	783
LAMA_000053100	LAMA_000053100.1	Glycosyl hydrolases family 32 N-terminal domain containing protein, putative	597
LAMA_000053200	LAMA_000053200.1	Glycosyl hydrolases family 32 N-terminal domain/Glycosyl hydrolases family 32 C terminal, putative	1314
LAMA_000053300	LAMA_000053300.1	RNB domain containing protein, putative	2532
LAMA_000053400	LAMA_000053400.1	ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family/50S ribosome-binding GTPase, putative	555
LAMA_000053500	LAMA_000053500.1	hypothetical protein, conserved	6390
LAMA_000053600	LAMA_000053600.1	hypothetical protein, conserved	573
LAMA_000053700	LAMA_000053700.1	Phytanoyl-CoA dioxygenase PhyH, putative	1062
LAMA_000053800	LAMA_000053800.1	hypothetical protein, conserved	714
LAMA_000053900	LAMA_000053900.1	Anaphase-promoting complex, subunit 10 APC10, putative	993
LAMA_000054000	LAMA_000054000.1	hypothetical protein, conserved	3117
LAMA_000054100	LAMA_000054100.1	Tetratricopeptide repeat, putative	1086
LAMA_000054200:pseudogene	LAMA_000054200.1	hypothetical protein, conserved	8521
LAMA_000054300	LAMA_000054300.1	hypothetical protein, conserved	3825
LAMA_000054400	LAMA_000054400.1	Domain of unknown function DUF1935/Calpain family cysteine protease, putative	2394
LAMA_000054500	LAMA_000054500.1	Lyase/Adenylosuccinate lyase C-terminal, putative	1455
LAMA_000054600	LAMA_000054600.1	hypothetical protein, conserved	2550
LAMA_000054700:pseudogene	LAMA_000054700.1	ADP-ribosylation factor family/Signal recognition particle receptor beta subunit/50S ribosome-binding GTPase/Ras of Complex, Roc, domain of DAPkinase/Gtr1/RagA G protein conserved region/Ras family, putative	549
LAMA_000054800:pseudogene	LAMA_000054800.1	hypothetical protein, conserved	976
LAMA_000054900	LAMA_000054900.1	Nucleotidyltransferase domain containing protein, putative	9071
LAMA_000055000	LAMA_000055000.1	hypothetical protein, conserved	4599
LAMA_000055100	LAMA_000055100.1	Ankyrin repeat/DHHC palmitoyltransferase, putative	2199
LAMA_000055200	LAMA_000055200.1	Ankyrin repeats 3 copies/Ankyrin repeats many copies/Ankyrin repeat, putative	933
LAMA_000055300	LAMA_000055300.1	hypothetical protein, conserved	1179
LAMA_000055400	LAMA_000055400.1	RING-type zinc-finger/Zinc finger, C3HC4 type RING finger containing protein, putative	1734
LAMA_000055500	LAMA_000055500.1	Tetratricopeptide repeat, putative	4632
LAMA_000055600	LAMA_000055600.1	Tyrosine phosphatase family, putative	912
LAMA_000055700	LAMA_000055700.1	DENN AEX-3 domain containing protein, putative	4841
LAMA_000055800	LAMA_000055800.1	Spermidine synthase tetramerisation domain/Spermine/spermidine synthase domain containing protein, putative	852
LAMA_000055900	LAMA_000055900.1	hypothetical protein, conserved	690
LAMA_000056000	LAMA_000056000.1	hypothetical protein, conserved	8961
LAMA_000056100	LAMA_000056100.1	hypothetical protein, conserved	504
LAMA_000056200	LAMA_000056200.1	hypothetical protein, conserved	3819
LAMA_000056300:pseudogene	LAMA_000056300.1	hypothetical protein	703
LAMA_000056400	LAMA_000056400.1	hypothetical protein, conserved	313
LAMA_000056500	LAMA_000056500.1	hypothetical protein, conserved	597
LAMA_000056600	LAMA_000056600.1	Zinc finger, C3HC4 type RING finger containing protein, putative	975
LAMA_000056700	LAMA_000056700.1	FHA domain/Protein tyrosine kinase/Protein kinase domain containing protein, putative	3684
LAMA_000056800	LAMA_000056800.1	hypothetical protein, conserved	447
LAMA_000056900	LAMA_000056900.1	Ubiquitin-conjugating enzyme, putative	447
LAMA_000057000	LAMA_000057000.1	Axonemal dynein light chain, putative	2244
LAMA_000057100	LAMA_000057100.1	hypothetical protein, conserved	3210
LAMA_000057200	LAMA_000057200.1	Tir chaperone protein CesT family/PDZ domain containing protein, putative	1944
LAMA_000057300	LAMA_000057300.1	hypothetical protein, conserved	2124
LAMA_000057400:pseudogene	LAMA_000057400.1	Protein of unknown function DUF974, putative	1812
LAMA_000057500	LAMA_000057500.1	NAC domain containing protein, putative	516
LAMA_000057600:pseudogene	LAMA_000057600.1	NAC domain containing protein, putative	837
LAMA_000057700	LAMA_000057700.1	Transmembrane Fragile-X-F protein, putative	1488
LAMA_000057800	LAMA_000057800.1	hypothetical protein, conserved	3504
LAMA_000057900	LAMA_000057900.1	hypothetical protein, conserved	918
LAMA_000058000	LAMA_000058000.1	Pescadillo N-terminus/BRCT domain, a BRCA1 C-terminus domain containing protein, putative	2016
LAMA_000058100	LAMA_000058100.1	Polypeptide deformylase, putative	1206
LAMA_000058200	LAMA_000058200.1	hypothetical protein, conserved	3732
LAMA_000058300	LAMA_000058300.1	Tyrosine phosphatase family, putative	570
LAMA_000058400	LAMA_000058400.1	hypothetical protein, conserved	1151
LAMA_000058500	LAMA_000058500.1	hypothetical protein, conserved	2643
LAMA_000058600	LAMA_000058600.1	hypothetical protein, conserved	3708
LAMA_000058700	LAMA_000058700.1	hypothetical protein, conserved	591
LAMA_000058800	LAMA_000058800.1	hypothetical protein, conserved	1743
LAMA_000058900:pseudogene	LAMA_000058900.1	hypothetical protein, conserved	420
LAMA_000059000	LAMA_000059000.1	DnaJ domain/DnaJ C terminal domain containing protein, putative	1518
LAMA_000059100	LAMA_000059100.1	Adenylate kinase/AAA domain containing protein, putative	624
LAMA_000059200	LAMA_000059200.1	hypothetical protein, conserved	1452
LAMA_000059300	LAMA_000059300.1	hypothetical protein, conserved	1401
